대학명,계열,학점,토익,토스,오픽,자격증,수상경험,인턴,해외경험,봉사활동,기업명,부서
인하대학교,기계/자동차/조선공학,4.05 / 4.5,635,없음,IL,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.97 / 4.5,없음,없음,IL,2개,0회,0회,1회,1회,LG디스플레이㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,3.57 / 4.5,610,없음,IL,1개,0회,1회,0회,0회,LG디스플레이㈜,품질관리
한양대학교(서울),기계/자동차/조선공학,3.41 / 4.5,810,L7,NH,3개,0회,0회,0회,0회,LG디스플레이㈜,구매관리
중앙대학교(서울),기계/자동차/조선공학,4.0 / 4.5,705,L8,IL,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,4.06 / 4.5,900,L7,IM,1개,0회,1회,1회,1회,LG디스플레이㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.68 / 4.5,700,L6,IL,0개,0회,0회,0회,0회,LG디스플레이㈜,공정관리
한국항공대학교,기계/자동차/조선공학,3.59 / 4.5,700,없음,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
건국대학교(서울),기계/자동차/조선공학,3.54 / 4.5,860,없음,IM,2개,0회,0회,1회,0회,㈜KCC,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.56 / 4.5,700,L5,없음,0개,0회,0회,1회,2회,GS건설,플랜트
충남대학교,기계/자동차/조선공학,3.85 / 4.5,880,없음,IL,0개,0회,0회,0회,0회,GS건설,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.92 / 4.5,825,L7,IM,1개,0회,0회,0회,0회,GS건설,플랜트
인하대학교,기계/자동차/조선공학,3.02 / 4.5,645,L5,IL,1개,0회,0회,0회,0회,씨제이모닝웰(주),생산관리
부산대학교(밀양),기계/자동차/조선공학,3.66 / 4.5,605,없음,IL,0개,0회,0회,0회,0회,㈜효성,생산관리
국민대학교,기계/자동차/조선공학,3.47 / 4.5,835,없음,IL,3개,0회,0회,0회,0회,㈜효성,기계·기구설계
세종대학교,기계/자동차/조선공학,3.44 / 4.5,800,없음,NH,0개,0회,0회,0회,0회,㈜효성,생산관리
전북대학교,기계/자동차/조선공학,3.81 / 4.5,830,없음,NH,1개,0회,0회,0회,0회,현대하이스코㈜,기계설비
한양대학교(서울),기계/자동차/조선공학,3.95 / 4.5,없음,L5,없음,0개,0회,0회,0회,0회,현대중공업㈜,기계
부산대학교(밀양),기계/자동차/조선공학,3.9 / 4.5,900,없음,IM,0개,0회,0회,0회,0회,현대중공업㈜,생산관리
전북대학교,기계/자동차/조선공학,3.98 / 4.5,775,없음,IL,2개,0회,0회,0회,0회,현대중공업㈜,생산관리
경상대학교,기계/자동차/조선공학,4.1 / 4.5,900,L6,NH,1개,0회,0회,0회,0회,현대중공업㈜,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.04 / 4.5,750,없음,IM,0개,0회,0회,0회,1회,현대자동차㈜,기계
한국기술교육대학교,기계/자동차/조선공학,4.15 / 4.5,905,없음,IM,4개,0회,1회,3회,1회,현대자동차㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.52 / 4.5,745,L5,NH,1개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
전북대학교,기계/자동차/조선공학,4.26 / 4.5,825,L6,NH,0개,0회,0회,0회,0회,현대자동차㈜,기계
서강대학교,기계/자동차/조선공학,3.57 / 4.5,860,없음,IL,0개,0회,0회,0회,0회,현대자동차㈜,생산관리
부경대학교,기계/자동차/조선공학,3.93 / 4.5,860,L7,IL,0개,0회,0회,0회,0회,현대엔지니어링㈜,기계
인하대학교,기계/자동차/조선공학,3.78 / 4.5,820,L8,NH,0개,0회,0회,0회,0회,현대삼호중공업㈜,자동차·조선설계
영남대학교,기계/자동차/조선공학,3.55 / 4.5,805,없음,IL,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
인하대학교,기계/자동차/조선공학,4.05 / 4.5,635,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,LCD
부경대학교,기계/자동차/조선공학,3.7 / 4.5,없음,없음,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.46 / 4.5,740,없음,IL,0개,0회,0회,0회,1회,삼성전자㈜,LCD
동국대학교(경주),기계/자동차/조선공학,3.45 / 4.5,790,L6,IL,2개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.0 / 4.5,845,없음,IM,0개,0회,0회,0회,0회,삼성전자㈜,기술직
한동대학교,기계/자동차/조선공학,3.91 / 4.5,895,없음,IM,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
세종대학교,기계/자동차/조선공학,3.96 / 4.5,790,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.2 / 4.5,725,없음,IL,0개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
한동대학교,기계/자동차/조선공학,3.5 / 4.5,800,L7,IL,2개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
연세대학교(서울),기계/자동차/조선공학,3.54 / 4.5,855,L7,IL,1개,0회,0회,0회,0회,삼성물산(주),기술직
인하대학교,기계/자동차/조선공학,3.75 / 4.5,860,없음,IL,1개,0회,0회,0회,0회,삼성물산(주),플랜트
경북대학교,기계/자동차/조선공학,3.99 / 4.5,755,L5,IL,0개,0회,0회,0회,0회,㈜만도,연구·실험·기술
금오공과대학교,기계/자동차/조선공학,3.75 / 4.5,830,L4,없음,0개,1회,0회,1회,0회,르노삼성자동차 ㈜,자동차·조선설계
한양대학교(서울),기계/자동차/조선공학,3.99 / 4.5,855,없음,IM,1개,0회,0회,0회,1회,두산중공업㈜,플랜트
중앙대학교(서울),기계/자동차/조선공학,3.65 / 4.5,665,L6,IL,4개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
인하대학교,기계/자동차/조선공학,3.61 / 4.5,755,없음,IM,1개,0회,0회,0회,0회,두산중공업㈜,플랜트
고려대학교(세종),기계/자동차/조선공학,3.4 / 4.5,895,없음,IL,2개,0회,0회,0회,0회,두산중공업㈜,플랜트
아주대학교,기계/자동차/조선공학,3.33 / 4.5,875,없음,IL,0개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
한국기술교육대학교,기계/자동차/조선공학,3.23 / 4.5,없음,없음,IM,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.97 / 4.5,없음,없음,IL,2개,0회,0회,1회,1회,두산인프라코어㈜,연구·실험·기술
서울과학기술대학교,기계/자동차/조선공학,3.2 / 4.5,620,없음,IL,1개,1회,1회,0회,1회,두산인프라코어㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.55 / 4.5,880,L4,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
전북대학교,기계/자동차/조선공학,3.95 / 4.5,670,L6,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
충남대학교,기계/자동차/조선공학,3.4 / 4.5,830,L6,IM,0개,0회,0회,0회,0회,두산인프라코어㈜,ASIC
경희대학교(서울),기계/자동차/조선공학,3.65 / 4.5,820,없음,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
한국산업기술대학교,기계/자동차/조선공학,3.43 / 4.5,890,없음,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
전북대학교,기계/자동차/조선공학,4.39 / 4.5,985,없음,IL,2개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
인하대학교,기계/자동차/조선공학,4.2 / 4.5,855,없음,IL,2개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.7 / 4.5,845,없음,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
경북대학교,기계/자동차/조선공학,3.62 / 4.5,715,없음,NH,1개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
부산대학교(밀양),기계/자동차/조선공학,3.73 / 4.5,855,없음,IM,0개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
세종대학교,기계/자동차/조선공학,4.0 / 4.5,900,L6,NH,0개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
창원대학교,기계/자동차/조선공학,3.75 / 4.5,865,L6,IL,0개,0회,0회,0회,0회,두산건설㈜,기계·기구설계
동아대학교,기계/자동차/조선공학,4.21 / 4.5,850,L5,NH,2개,0회,0회,0회,0회,동원시스템즈㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.71 / 4.5,875,L7,없음,1개,0회,0회,1회,0회,동우화인켐㈜,품질관리
연세대학교(서울),기계/자동차/조선공학,3.0 / 4.5,855,L6,없음,2개,0회,0회,0회,0회,동부건설㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.0 / 4.5,680,L8,NH,0개,0회,0회,0회,0회,동부건설㈜,건축시공
부산대학교(밀양),기계/자동차/조선공학,3.63 / 4.5,745,L6,IM,1개,0회,0회,1회,1회,대우조선해양㈜,자동차·조선설계
부경대학교,기계/자동차/조선공학,4.0 / 4.5,750,L6,IL,1개,0회,0회,0회,0회,대우조선해양㈜,생산관리
한양대학교(서울),기계/자동차/조선공학,3.18 / 4.5,725,없음,IM,3개,0회,0회,0회,0회,㈜포스코엔지니어링,플랜트
인하대학교,기계/자동차/조선공학,3.8 / 4.5,810,L6,없음,0개,0회,0회,0회,0회,㈜대우건설,플랜트
인하대학교,기계/자동차/조선공학,3.54 / 4.5,770,없음,IM,3개,0회,0회,2회,0회,㈜대우건설,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.6 / 4.5,915,L7,없음,4개,0회,0회,1회,0회,㈜대우건설,기계설비
인하대학교,기계/자동차/조선공학,3.75 / 4.5,860,없음,NH,1개,0회,0회,0회,0회,㈜대우건설,기계·기구설계
전북대학교,기계/자동차/조선공학,3.86 / 4.5,785,L5,없음,1개,0회,0회,2회,3회,현대트랜시스 주식회사,연구·실험·기술
건국대학교(서울),기계/자동차/조선공학,3.36 / 4.5,820,L6,IL,1개,0회,0회,0회,0회,넥센타이어㈜,생산관리
한국해양대학교,기계/자동차/조선공학,3.9 / 4.5,805,L6,IM,3개,0회,0회,1회,1회,기아자동차㈜,QAA·통화품질
울산대학교,기계/자동차/조선공학,3.98 / 4.5,805,L5,IL,1개,0회,0회,0회,0회,금호석유화학,생산관리
동국대학교(경주),기계/자동차/조선공학,3.34 / 4.5,700,없음,IL,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
충남대학교,기계/자동차/조선공학,3.6 / 4.5,885,없음,NH,1개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
경상대학교,기계/자동차/조선공학,3.81 / 4.5,775,L7,IL,2개,0회,0회,0회,0회,두산중공업㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.68 / 4.5,880,없음,IL,1개,0회,0회,0회,0회,두산중공업㈜,플랜트
인하대학교,기계/자동차/조선공학,3.8 / 4.5,740,L6,NH,0개,0회,0회,0회,0회,두산중공업㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,4.12 / 4.5,805,없음,IL,1개,0회,1회,0회,2회,두산중공업㈜,생산관리
숭실대학교,기계/자동차/조선공학,3.7 / 4.5,845,없음,NH,1개,0회,0회,0회,0회,두산중공업㈜,플랜트
동아대학교,기계/자동차/조선공학,4.04 / 4.5,750,L5,NH,1개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
아주대학교,기계/자동차/조선공학,3.64 / 4.5,945,L7,없음,1개,0회,1회,4회,3회,두산인프라코어㈜,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.59 / 4.5,800,없음,IM,0개,0회,1회,1회,1회,두산인프라코어㈜,연구·실험·기술
연세대학교(서울),기계/자동차/조선공학,3.41 / 4.5,905,L7,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.56 / 4.5,890,L7,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
공주대학교(공주신관),기계/자동차/조선공학,3.76 / 4.5,755,L5,NH,2개,0회,0회,0회,0회,두산인프라코어㈜,시설관리
동국대학교(경주),기계/자동차/조선공학,3.94 / 4.5,860,L7,IL,1개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
경북대학교,기계/자동차/조선공학,3.87 / 4.5,810,L6,NH,3개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
경희대학교(서울),기계/자동차/조선공학,3.9 / 4.5,880,없음,NH,1개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
울산대학교,기계/자동차/조선공학,4.0 / 4.5,815,L5,없음,4개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.01 / 4.5,740,L7,IL,2개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
세종대학교,기계/자동차/조선공학,3.65 / 4.5,705,L6,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
홍익대학교(서울),기계/자동차/조선공학,3.52 / 4.5,655,L6,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,구매관리
전남대학교(광주),기계/자동차/조선공학,3.14 / 4.5,820,L5,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.9 / 4.5,900,없음,IM,0개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
한양대학교(서울),기계/자동차/조선공학,3.65 / 4.5,815,L7,IM,0개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
명지대학교(인문),기계/자동차/조선공학,3.86 / 4.5,825,없음,없음,0개,0회,0회,0회,0회,㈜동양매직,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.82 / 4.5,630,없음,NH,0개,0회,0회,0회,0회,(주)DB하이텍,생산관리
연세대학교(서울),기계/자동차/조선공학,3.07 / 4.5,740,없음,IL,1개,0회,0회,0회,0회,동부건설㈜,플랜트
연세대학교(서울),기계/자동차/조선공학,3.82 / 4.5,985,없음,IH,0개,0회,0회,0회,0회,㈜대한항공,기술직
명지대학교(인문),기계/자동차/조선공학,3.86 / 4.5,825,L6,없음,0개,0회,0회,0회,0회,대원강업㈜,생산관리
경북대학교,기계/자동차/조선공학,3.25 / 4.5,740,L6,NH,0개,0회,0회,0회,0회,㈜대우건설,기계·기구설계
중앙대학교(서울),기계/자동차/조선공학,3.81 / 4.5,745,L5,NH,0개,0회,0회,0회,0회,㈜대우건설,플랜트
세종대학교,기계/자동차/조선공학,3.63 / 4.5,835,L6,NH,2개,0회,0회,0회,0회,㈜대우건설,기계·기구설계
서울과학기술대학교,기계/자동차/조선공학,3.66 / 4.5,805,L5,없음,0개,0회,1회,1회,0회,㈜농심,제품개발
서울시립대학교,기계/자동차/조선공학,4.03 / 4.5,735,없음,IL,0개,0회,0회,0회,0회,IBK기업은행,재무상담
성균관대학교(자연과학),기계/자동차/조선공학,3.5 / 4.5,890,L6,IM,0개,0회,0회,0회,0회,기아자동차㈜,생산관리
울산대학교,기계/자동차/조선공학,4.03 / 4.5,890,L5,IL,1개,0회,0회,0회,0회,현대글로비스㈜,택배·운송·물류
연세대학교(서울),기계/자동차/조선공학,3.41 / 4.5,895,L5,없음,2개,0회,0회,0회,0회,SK이노베이션㈜,연구·실험·기술
서강대학교,기계/자동차/조선공학,3.33 / 4.5,715,없음,IM,0개,0회,0회,2회,0회,SK건설㈜,기계·기구설계
성균관대학교(자연과학),기계/자동차/조선공학,3.5 / 4.5,680,없음,IM,0개,0회,0회,0회,0회,SK건설㈜,플랜트
경기대학교(서울),기계/자동차/조선공학,3.87 / 4.5,735,L7,IL,1개,0회,0회,0회,0회,SK건설㈜,플랜트
세종대학교,기계/자동차/조선공학,3.62 / 4.5,900,없음,IL,0개,0회,0회,0회,0회,SK건설㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.7 / 4.5,775,L6,NH,0개,0회,0회,0회,0회,SK건설㈜,플랜트
인하대학교,기계/자동차/조선공학,3.78 / 4.5,820,L8,NH,0개,0회,0회,0회,0회,SK건설㈜,플랜트
충북대학교,기계/자동차/조선공학,3.4 / 4.5,815,없음,IM,1개,0회,0회,0회,0회,SK건설㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.18 / 4.5,625,L6,IL,1개,0회,0회,0회,0회,SK건설㈜,플랜트
경북대학교,기계/자동차/조선공학,3.9 / 4.5,860,없음,NH,0개,0회,0회,0회,0회,LIG넥스원㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.52 / 4.5,705,없음,없음,0개,0회,0회,0회,0회,㈜LG화학,공무
인하대학교,기계/자동차/조선공학,3.21 / 4.5,770,없음,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
연세대학교(서울),기계/자동차/조선공학,3.82 / 4.5,895,L6,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.5 / 4.5,830,없음,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
동국대학교(경주),기계/자동차/조선공학,3.94 / 4.5,860,L7,IL,1개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.87 / 4.5,885,L7,NH,1개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.4 / 4.5,905,L6,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.4 / 4.5,780,L6,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.93 / 4.5,900,없음,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
영남대학교,기계/자동차/조선공학,3.68 / 4.5,865,L6,IM,1개,0회,0회,1회,1회,LG이노텍㈜,공정관리
금오공과대학교,기계/자동차/조선공학,3.67 / 4.5,755,없음,IL,2개,0회,1회,0회,0회,LG이노텍㈜,생산관리
한국기술교육대학교,기계/자동차/조선공학,3.71 / 4.5,790,L4,IL,1개,0회,0회,0회,0회,LG이노텍㈜,생산관리
한국항공대학교,기계/자동차/조선공학,3.8 / 4.5,835,없음,IL,0개,0회,0회,0회,0회,LG디스플레이㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.56 / 4.5,700,L5,없음,0개,0회,0회,1회,2회,LG디스플레이㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.3 / 4.5,710,L6,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.75 / 4.5,845,L6,IM,0개,0회,0회,0회,0회,LG디스플레이㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.71 / 4.5,860,L5,IL,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.5 / 4.5,785,L6,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.68 / 4.5,945,없음,IM,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
금오공과대학교,기계/자동차/조선공학,3.93 / 4.5,900,없음,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,생산관리
고려대학교(세종),기계/자동차/조선공학,3.4 / 4.5,895,없음,IL,2개,0회,0회,0회,0회,LG디스플레이㈜,공정엔지니어
영남대학교,기계/자동차/조선공학,4.04 / 4.5,815,L6,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,공정엔지니어
성균관대학교(자연과학),기계/자동차/조선공학,3.18 / 4.5,625,L6,IL,1개,0회,0회,0회,0회,LG디스플레이㈜,생산관리
부경대학교,기계/자동차/조선공학,4.07 / 4.5,715,L5,IL,1개,0회,0회,0회,1회,LG디스플레이㈜,연구·실험·기술
충북대학교,기계/자동차/조선공학,3.4 / 4.5,815,없음,IM,1개,0회,0회,0회,0회,현대건설㈜,기계
경북대학교,기계/자동차/조선공학,3.67 / 4.5,없음,없음,IH,0개,0회,0회,1회,1회,㈜한화/기계,일반영업
금오공과대학교,기계/자동차/조선공학,3.7 / 4.5,895,L7,IL,0개,0회,0회,0회,0회,㈜한화/기계,품질관리
성균관대학교(자연과학),기계/자동차/조선공학,3.07 / 4.5,690,없음,IL,1개,0회,0회,0회,0회,㈜한화건설,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.87 / 4.5,820,L5,NH,1개,0회,0회,0회,0회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.25 / 4.5,750,L5,없음,3개,0회,0회,0회,0회,㈜한화건설,플랜트
중앙대학교(서울),기계/자동차/조선공학,3.02 / 4.5,635,없음,IL,0개,0회,0회,0회,0회,㈜한화건설,플랜트
경북대학교,기계/자동차/조선공학,3.69 / 4.5,700,없음,IL,1개,0회,1회,0회,1회,㈜한화,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.3 / 4.5,885,L7,NH,0개,0회,0회,0회,0회,㈜한화,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.47 / 4.5,900,L6,NH,1개,0회,0회,0회,0회,한일시멘트㈜,연구·실험·기술
명지대학교(인문),기계/자동차/조선공학,3.49 / 4.5,805,없음,없음,5개,0회,0회,0회,0회,㈜한라,기계설비
전남대학교(광주),기계/자동차/조선공학,3.75 / 4.5,800,없음,IM,1개,1회,0회,1회,1회,한국3M㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.7 / 4.5,890,L6,없음,1개,0회,1회,1회,1회,㈜포스코건설,플랜트
부산대학교(밀양),기계/자동차/조선공학,3.77 / 4.5,810,L6,IM,0개,0회,0회,0회,0회,㈜포스코건설,플랜트
아주대학교,기계/자동차/조선공학,3.3 / 4.5,885,L7,NH,0개,0회,0회,0회,0회,㈜포스코건설,플랜트
한동대학교,기계/자동차/조선공학,3.5 / 4.5,800,L7,IL,2개,0회,0회,0회,0회,㈜포스코건설,플랜트
전북대학교,기계/자동차/조선공학,4.01 / 4.5,745,L6,없음,0개,1회,1회,2회,1회,㈜포스코,플랜트
충남대학교,기계/자동차/조선공학,3.94 / 4.5,815,L7,NH,0개,0회,0회,0회,0회,㈜포스코,자동차정비
한국항공대학교,기계/자동차/조선공학,3.94 / 4.5,895,L7,IL,0개,0회,0회,0회,0회,㈜포스코,품질관리
중앙대학교(서울),기계/자동차/조선공학,4.0 / 4.5,705,L8,IL,0개,0회,0회,0회,0회,㈜팬택,기계·기구설계
홍익대학교(서울),기계/자동차/조선공학,4.06 / 4.5,800,L7,NH,0개,0회,0회,0회,0회,코오롱그룹,공무
중앙대학교(서울),기계/자동차/조선공학,3.46 / 4.5,없음,없음,없음,4개,0회,0회,0회,0회,코웨이㈜,연구·실험·기술
서울대학교,기계/자동차/조선공학,3.78 / 4.5,655,L6,없음,2개,0회,0회,0회,0회,㈜신도리코,연구·실험·기술
한국해양대학교,기계/자동차/조선공학,3.7 / 4.5,750,없음,IL,0개,2회,1회,1회,0회,㈜성우하이텍,대기업생산직
경상대학교,기계/자동차/조선공학,3.66 / 4.5,885,L6,IL,1개,0회,0회,0회,0회,성동조선해양㈜,자동차·조선설계
성균관대학교(자연과학),기계/자동차/조선공학,3.45 / 4.5,865,없음,IH,0개,0회,0회,0회,3회,삼성SDI㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.79 / 4.5,845,L5,NH,0개,0회,0회,0회,0회,한화에어로스페이스,연구·실험·기술
울산대학교,기계/자동차/조선공학,3.94 / 4.5,900,없음,IL,0개,0회,0회,0회,0회,삼성중공업㈜,플랜트
한국기술교육대학교,기계/자동차/조선공학,3.36 / 4.5,885,없음,IL,1개,0회,0회,0회,0회,삼성중공업㈜,플랜트
부경대학교,기계/자동차/조선공학,3.93 / 4.5,860,L7,IL,0개,0회,0회,0회,0회,삼성중공업㈜,생산관리
울산대학교,기계/자동차/조선공학,4.5 / 4.5,895,L7,NH,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
부산대학교(밀양),기계/자동차/조선공학,3.5 / 4.5,785,L6,NH,0개,0회,0회,0회,0회,삼성중공업㈜,기술직
한국기술교육대학교,기계/자동차/조선공학,3.51 / 4.5,745,L6,NH,0개,0회,0회,0회,0회,삼성중공업㈜,기술직
서울시립대학교,기계/자동차/조선공학,3.11 / 4.5,765,L5,없음,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
명지대학교(인문),기계/자동차/조선공학,4.06 / 4.5,870,L6,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
숭실대학교,기계/자동차/조선공학,3.86 / 4.5,805,L6,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
동국대학교(경주),기계/자동차/조선공학,3.34 / 4.5,700,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,기술직
한국기술교육대학교,기계/자동차/조선공학,3.58 / 4.5,820,L6,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.78 / 4.5,855,L6,NH,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.8 / 4.5,865,L7,IM,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.01 / 4.5,685,없음,IL,0개,0회,0회,0회,0회,삼성엔지니어링㈜,기술직
한양대학교(서울),기계/자동차/조선공학,3.01 / 4.5,925,L5,IL,0개,0회,0회,1회,0회,삼성엔지니어링㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.52 / 4.5,810,L6,NH,0개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.58 / 4.5,880,없음,IL,1개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.59 / 4.5,795,없음,IM,2개,0회,0회,2회,1회,삼성물산(주),플랜트
부산대학교(밀양),기계/자동차/조선공학,3.96 / 4.5,780,L5,없음,1개,0회,0회,1회,0회,㈜만도,생산관리
한양대학교(서울),기계/자동차/조선공학,3.84 / 4.5,750,L8,NH,0개,0회,0회,0회,0회,㈜만도,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,4.37 / 4.5,760,없음,IL,0개,0회,0회,0회,0회,㈜GS리테일,일반영업
금오공과대학교,기계/자동차/조선공학,3.78 / 4.5,없음,없음,IM,3개,0회,0회,0회,1회,GS건설,플랜트
홍익대학교(서울),기계/자동차/조선공학,3.6 / 4.5,700,없음,IL,0개,0회,0회,0회,0회,GS건설,플랜트
홍익대학교(서울),기계/자동차/조선공학,3.81 / 4.5,810,L6,없음,2개,0회,1회,1회,1회,GS건설,건축설계
전남대학교(광주),기계/자동차/조선공학,3.73 / 4.5,950,L6,IM,0개,0회,0회,0회,0회,GS건설,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.59 / 4.5,795,없음,IM,2개,0회,0회,2회,1회,GS건설,플랜트
한양대학교(서울),기계/자동차/조선공학,3.86 / 4.5,850,없음,IL,3개,0회,0회,0회,0회,GS건설,기계설비
순천향대학교,기계/자동차/조선공학,3.78 / 4.5,750,없음,NH,1개,0회,0회,0회,0회,씨제이모닝웰(주),생산관리
한양대학교(서울),기계/자동차/조선공학,3.01 / 4.5,740,L7,IL,2개,0회,0회,0회,0회,CJ CGV㈜,SV(슈퍼바이저)
